age,gender,education,income,perc_ses,sp_ideology,econ_ideology,country,country_code,intervention,belief_cc,policy_support,share_social_media,wept
57,male,13 to 16,100K to 150K,60-70%,39,58,China,CHN,effective_collective_action,43,40,0,4
28,male,7 to 12,50K to 100K,40-50%,64,43,China,CHN,effective_collective_action,46,32,0,4
61,male,7 to 12,50K to 100K,60-70%,36,54,China,CHN,effective_collective_action,56,31,0,3
33,female,7 to 12,50K to 100K,50-60%,45,59,China,CHN,effective_collective_action,55,45,0,4
65,female,7 to 12,25K to 50K,20-30%,47,48,China,CHN,effective_collective_action,49,29,0,3
61,female,7 to 12,25K to 50K,30-40%,53,59,China,CHN,effective_collective_action,51,34,0,4
51,female,7 to 12,15K to 25K,50-60%,45,49,China,CHN,effective_collective_action,52,45,0,4
61,female,13 to 16,150K to 200K,10-20%,83,59,China,CHN,effective_collective_action,58,30,0,4
26,male,7 to 12,100K to 150K,10-20%,73,87,China,CHN,effective_collective_action,49,33,0,4
60,female,13 to 16,15K to 25K,30-40%,43,51,China,CHN,effective_collective_action,59,33,0,3
18,female,7 to 12,50K to 100K,0-10%,73,82,China,CHN,effective_collective_action,61,30,0,5
31,male,7 to 12,25K to 50K,30-40%,65,52,China,CHN,effective_collective_action,46,28,0,3
44,male,7 to 12,15K to 25K,60-70%,35,36,China,CHN,effective_collective_action,49,27,0,3
18,male,13 to 16,100K to 150K,30-40%,57,55,China,CHN,effective_collective_action,58,40,0,5
24,female,7 to 12,15K to 25K,30-40%,52,57,China,CHN,effective_collective_action,57,28,0,4
26,male,7 to 12,10K to 15K,20-30%,65,53,China,CHN,effective_collective_action,56,36,0,3
39,male,13 to 16,15K to 25K,50-60%,30,43,China,CHN,effective_collective_action,48,32,0,3
22,male,13 to 16,15K to 25K,70-80%,67,69,China,CHN,effective_collective_action,59,38,0,4
35,female,13 to 16,25K to 50K,0-10%,75,29,China,CHN,effective_collective_action,44,24,0,4
36,male,7 to 12,10K to 15K,50-60%,55,19,China,CHN,effective_collective_action,48,32,0,4
31,female,7 to 12,less than 10K,30-40%,59,86,China,CHN,effective_collective_action,46,34,0,4
55,male,13 to 16,50K to 100K,40-50%,62,63,China,CHN,effective_collective_action,52,34,0,4
32,female,7 to 12,10K to 15K,10-20%,67,50,China,CHN,effective_collective_action,49,31,0,3
20,male,13 to 16,150K to 200K,30-40%,91,41,China,CHN,effective_collective_action,64,24,0,4
29,female,13 to 16,50K to 100K,80-90%,30,62,China,CHN,effective_collective_action,59,41,0,5
65,female,7 to 12,10K to 15K,0-10%,79,70,China,CHN,effective_collective_action,44,18,0,2
29,female,7 to 12,50K to 100K,10-20%,42,31,China,CHN,effective_collective_action,54,42,0,4
21,male,7 to 12,25K to 50K,20-30%,58,45,China,CHN,effective_collective_action,44,30,0,3
66,female,17 or more,25K to 50K,40-50%,47,28,China,CHN,effective_collective_action,62,29,0,3
24,male,13 to 16,15K to 25K,40-50%,42,36,China,CHN,effective_collective_action,56,44,0,4
54,female,7 to 12,50K to 100K,20-30%,44,77,China,CHN,effective_collective_action,53,28,0,4
22,male,7 to 12,150K to 200K,40-50%,47,66,China,CHN,effective_collective_action,53,28,0,3
23,male,7 to 12,25K to 50K,60-70%,48,80,China,CHN,effective_collective_action,42,33,0,4
32,male,13 to 16,15K to 25K,40-50%,30,49,China,CHN,effective_collective_action,58,46,0,4
46,female,7 to 12,150K to 200K,0-10%,67,49,China,CHN,effective_collective_action,50,34,0,3
18,female,7 to 12,less than 10K,0-10%,65,24,China,CHN,effective_collective_action,51,31,0,4
65,female,7 to 12,25K to 50K,30-40%,50,34,China,CHN,effective_collective_action,48,25,0,3
65,male,13 to 16,150K to 200K,10-20%,23,17,China,CHN,effective_collective_action,47,30,0,2
65,female,7 to 12,25K to 50K,40-50%,43,30,China,CHN,effective_collective_action,48,32,0,4
48,male,7 to 12,15K to 25K,90-100%,34,57,China,CHN,effective_collective_action,45,24,0,3
64,female,13 to 16,50K to 100K,0-10%,7,41,China,CHN,effective_collective_action,47,41,1,5
62,male,0 to 6,25K to 50K,20-30%,54,50,China,CHN,effective_collective_action,53,23,0,2
27,female,7 to 12,25K to 50K,60-70%,50,74,China,CHN,effective_collective_action,45,31,0,4
59,female,0 to 6,50K to 100K,10-20%,53,32,China,CHN,effective_collective_action,45,29,0,3
47,male,13 to 16,15K to 25K,40-50%,20,54,China,CHN,effective_collective_action,39,32,0,4
46,male,13 to 16,50K to 100K,30-40%,45,68,China,CHN,effective_collective_action,57,32,0,4
48,female,13 to 16,50K to 100K,20-30%,40,56,China,CHN,effective_collective_action,58,44,0,4
31,female,7 to 12,25K to 50K,10-20%,26,64,China,CHN,effective_collective_action,57,26,0,4
36,male,7 to 12,15K to 25K,40-50%,53,65,China,CHN,effective_collective_action,40,22,0,3
51,female,7 to 12,15K to 25K,30-40%,36,25,China,CHN,effective_collective_action,41,31,0,4
39,male,7 to 12,25K to 50K,50-60%,55,62,China,CHN,effective_collective_action,50,31,0,4
29,female,0 to 6,25K to 50K,20-30%,28,59,China,CHN,effective_collective_action,48,26,0,4
67,male,0 to 6,25K to 50K,20-30%,72,48,China,CHN,effective_collective_action,44,23,0,2
47,male,7 to 12,25K to 50K,20-30%,53,40,China,CHN,effective_collective_action,49,25,0,2
18,female,0 to 6,50K to 100K,80-90%,35,49,China,CHN,effective_collective_action,61,37,0,5
25,male,7 to 12,100K to 150K,0-10%,49,62,China,CHN,effective_collective_action,57,29,0,5
56,female,13 to 16,100K to 150K,10-20%,67,55,China,CHN,effective_collective_action,53,34,0,4
39,male,7 to 12,10K to 15K,60-70%,49,48,China,CHN,effective_collective_action,43,34,0,4
34,male,7 to 12,15K to 25K,40-50%,57,51,China,CHN,effective_collective_action,49,29,0,3
59,male,7 to 12,25K to 50K,10-20%,63,67,China,CHN,effective_collective_action,32,28,0,3
46,female,7 to 12,25K to 50K,20-30%,37,50,China,CHN,effective_collective_action,46,32,0,4
35,female,13 to 16,15K to 25K,60-70%,46,77,China,CHN,effective_collective_action,51,34,0,3
21,male,7 to 12,15K to 25K,70-80%,64,72,China,CHN,effective_collective_action,50,36,0,3
35,male,7 to 12,10K to 15K,30-40%,57,62,China,CHN,effective_collective_action,49,29,0,3
28,male,13 to 16,50K to 100K,30-40%,55,61,China,CHN,effective_collective_action,51,38,0,5
20,female,7 to 12,50K to 100K,20-30%,17,32,China,CHN,effective_collective_action,63,49,0,3
56,male,13 to 16,25K to 50K,30-40%,35,37,China,CHN,effective_collective_action,38,31,0,3
19,male,13 to 16,more than 200K,40-50%,80,60,China,CHN,effective_collective_action,47,33,0,4
32,male,0 to 6,50K to 100K,30-40%,36,86,China,CHN,effective_collective_action,48,33,0,4
25,female,7 to 12,50K to 100K,90-100%,60,47,China,CHN,effective_collective_action,58,38,0,4
47,female,17 or more,100K to 150K,60-70%,47,62,China,CHN,effective_collective_action,75,38,0,4
59,nonbinary or other,13 to 16,10K to 15K,50-60%,60,71,China,CHN,effective_collective_action,41,31,0,4
22,female,7 to 12,25K to 50K,50-60%,73,41,China,CHN,effective_collective_action,56,45,0,4
56,nonbinary or other,7 to 12,25K to 50K,30-40%,66,58,China,CHN,effective_collective_action,50,36,0,4
35,female,13 to 16,25K to 50K,90-100%,24,45,China,CHN,effective_collective_action,50,41,0,5
32,male,7 to 12,15K to 25K,60-70%,46,61,China,CHN,effective_collective_action,53,30,0,3
33,female,0 to 6,less than 10K,30-40%,33,41,China,CHN,effective_collective_action,49,36,0,4
65,female,13 to 16,25K to 50K,10-20%,38,72,China,CHN,effective_collective_action,48,34,0,4
39,female,7 to 12,50K to 100K,40-50%,83,55,China,CHN,effective_collective_action,57,49,0,4
34,male,0 to 6,150K to 200K,70-80%,68,44,China,CHN,effective_collective_action,58,33,0,3
28,male,7 to 12,50K to 100K,90-100%,43,57,China,CHN,effective_collective_action,47,32,0,3
69,male,0 to 6,150K to 200K,70-80%,53,60,China,CHN,effective_collective_action,40,36,0,4
27,male,7 to 12,15K to 25K,50-60%,53,56,China,CHN,effective_collective_action,42,29,0,3
51,male,13 to 16,100K to 150K,30-40%,51,49,China,CHN,effective_collective_action,64,35,1,4
27,female,7 to 12,15K to 25K,40-50%,60,63,China,CHN,effective_collective_action,51,40,0,4
54,female,0 to 6,10K to 15K,40-50%,44,50,China,CHN,effective_collective_action,41,33,0,2
66,male,0 to 6,15K to 25K,60-70%,58,47,China,CHN,effective_collective_action,50,25,0,3
34,female,0 to 6,50K to 100K,20-30%,62,46,China,CHN,effective_collective_action,55,30,0,4
26,female,7 to 12,50K to 100K,70-80%,68,51,China,CHN,effective_collective_action,64,47,0,5
63,female,7 to 12,15K to 25K,40-50%,58,62,China,CHN,effective_collective_action,51,37,0,3
40,male,7 to 12,less than 10K,40-50%,41,55,China,CHN,effective_collective_action,47,28,0,4
26,nonbinary or other,13 to 16,15K to 25K,20-30%,51,60,China,CHN,effective_collective_action,49,39,0,4
64,female,7 to 12,less than 10K,90-100%,34,72,China,CHN,effective_collective_action,44,28,0,3
63,male,7 to 12,100K to 150K,30-40%,48,65,China,CHN,effective_collective_action,51,21,0,3
62,male,7 to 12,100K to 150K,20-30%,15,34,China,CHN,effective_collective_action,39,32,0,4
39,male,13 to 16,10K to 15K,20-30%,31,44,China,CHN,effective_collective_action,41,38,0,3
27,male,13 to 16,25K to 50K,30-40%,58,30,China,CHN,effective_collective_action,45,35,0,5
18,male,7 to 12,50K to 100K,40-50%,51,36,China,CHN,effective_collective_action,54,37,1,2
22,male,13 to 16,less than 10K,10-20%,60,34,China,CHN,effective_collective_action,52,38,0,3
40,female,7 to 12,25K to 50K,20-30%,25,26,China,CHN,effective_collective_action,49,39,0,3
30,male,0 to 6,less than 10K,30-40%,44,63,China,CHN,future_self_continuity,50,35,0,2
47,male,0 to 6,15K to 25K,20-30%,42,48,China,CHN,future_self_continuity,41,48,0,2
60,male,7 to 12,100K to 150K,20-30%,56,26,China,CHN,future_self_continuity,57,46,0,4
61,male,7 to 12,15K to 25K,20-30%,41,63,China,CHN,future_self_continuity,46,49,0,3
18,male,0 to 6,15K to 25K,60-70%,51,37,China,CHN,future_self_continuity,39,42,0,3
33,male,7 to 12,15K to 25K,30-40%,35,38,China,CHN,future_self_continuity,51,38,0,4
65,male,0 to 6,50K to 100K,80-90%,57,63,China,CHN,future_self_continuity,49,41,0,3
26,female,7 to 12,25K to 50K,40-50%,51,38,China,CHN,future_self_continuity,53,45,0,3
25,female,13 to 16,25K to 50K,30-40%,30,18,China,CHN,future_self_continuity,63,44,0,4
19,female,7 to 12,15K to 25K,20-30%,49,39,China,CHN,future_self_continuity,52,48,0,3
27,male,7 to 12,25K to 50K,90-100%,40,29,China,CHN,future_self_continuity,49,43,0,2
36,male,7 to 12,25K to 50K,70-80%,51,35,China,CHN,future_self_continuity,50,39,0,3
26,male,7 to 12,25K to 50K,50-60%,47,45,China,CHN,future_self_continuity,52,50,0,4
46,male,13 to 16,50K to 100K,10-20%,28,38,China,CHN,future_self_continuity,43,41,0,3
68,female,7 to 12,less than 10K,50-60%,40,32,China,CHN,future_self_continuity,52,34,0,3
46,female,13 to 16,less than 10K,30-40%,42,53,China,CHN,future_self_continuity,44,48,0,4
63,male,7 to 12,10K to 15K,70-80%,39,60,China,CHN,future_self_continuity,50,46,0,2
34,male,0 to 6,15K to 25K,20-30%,59,59,China,CHN,future_self_continuity,58,40,0,2
68,female,7 to 12,50K to 100K,70-80%,27,20,China,CHN,future_self_continuity,56,44,1,4
18,nonbinary or other,7 to 12,15K to 25K,30-40%,88,52,China,CHN,future_self_continuity,64,48,0,5
27,male,7 to 12,50K to 100K,10-20%,42,62,China,CHN,future_self_continuity,37,40,0,3
57,female,7 to 12,25K to 50K,40-50%,57,69,China,CHN,future_self_continuity,59,45,0,2
40,male,0 to 6,150K to 200K,90-100%,61,32,China,CHN,future_self_continuity,50,47,0,2
53,male,7 to 12,15K to 25K,10-20%,34,44,China,CHN,future_self_continuity,52,33,0,3
21,male,13 to 16,10K to 15K,0-10%,41,27,China,CHN,future_self_continuity,61,41,0,3
54,female,13 to 16,100K to 150K,0-10%,58,22,China,CHN,future_self_continuity,55,46,0,3
22,nonbinary or other,7 to 12,15K to 25K,10-20%,58,91,China,CHN,future_self_continuity,57,38,0,4
26,female,13 to 16,50K to 100K,50-60%,84,63,China,CHN,future_self_continuity,51,51,0,4
19,female,0 to 6,15K to 25K,10-20%,63,50,China,CHN,future_self_continuity,52,38,0,3
43,female,7 to 12,10K to 15K,40-50%,44,38,China,CHN,future_self_continuity,59,41,0,3
23,male,0 to 6,25K to 50K,30-40%,40,54,China,CHN,future_self_continuity,54,41,0,2
69,female,7 to 12,10K to 15K,70-80%,46,68,China,CHN,future_self_continuity,45,45,0,3
20,female,0 to 6,25K to 50K,50-60%,51,45,China,CHN,future_self_continuity,67,34,0,4
64,male,7 to 12,15K to 25K,60-70%,44,23,China,CHN,future_self_continuity,35,50,0,3
36,male,13 to 16,15K to 25K,70-80%,30,36,China,CHN,future_self_continuity,56,46,0,4
35,female,7 to 12,less than 10K,20-30%,43,52,China,CHN,future_self_continuity,41,42,0,4
21,male,7 to 12,10K to 15K,50-60%,62,37,China,CHN,future_self_continuity,46,44,0,3
64,nonbinary or other,0 to 6,25K to 50K,30-40%,25,74,China,CHN,future_self_continuity,49,43,0,4
27,female,7 to 12,25K to 50K,10-20%,36,61,China,CHN,future_self_continuity,50,54,0,4
62,male,13 to 16,10K to 15K,50-60%,50,74,China,CHN,future_self_continuity,57,39,0,2
44,female,7 to 12,50K to 100K,0-10%,46,20,China,CHN,future_self_continuity,51,43,0,3
28,female,7 to 12,100K to 150K,50-60%,45,30,China,CHN,future_self_continuity,55,44,0,4
46,female,7 to 12,less than 10K,30-40%,49,43,China,CHN,future_self_continuity,55,41,0,3
23,male,0 to 6,25K to 50K,20-30%,38,35,China,CHN,future_self_continuity,40,39,1,4
26,female,0 to 6,10K to 15K,30-40%,25,56,China,CHN,future_self_continuity,48,49,0,3
27,male,7 to 12,15K to 25K,40-50%,17,45,China,CHN,future_self_continuity,50,56,0,4
49,female,13 to 16,25K to 50K,50-60%,64,57,China,CHN,future_self_continuity,61,43,1,4
54,female,17 or more,50K to 100K,40-50%,22,64,China,CHN,future_self_continuity,68,51,0,5
43,female,13 to 16,25K to 50K,30-40%,41,50,China,CHN,future_self_continuity,56,43,0,3
68,female,13 to 16,50K to 100K,80-90%,7,23,China,CHN,future_self_continuity,59,53,1,5
35,male,7 to 12,10K to 15K,60-70%,55,58,China,CHN,future_self_continuity,42,47,0,2
27,female,0 to 6,10K to 15K,10-20%,86,60,China,CHN,future_self_continuity,34,40,0,3
33,male,7 to 12,15K to 25K,40-50%,69,78,China,CHN,future_self_continuity,47,40,0,3
60,nonbinary or other,7 to 12,15K to 25K,50-60%,69,59,China,CHN,future_self_continuity,58,38,0,4
69,male,0 to 6,25K to 50K,30-40%,56,55,China,CHN,future_self_continuity,41,40,0,2
50,female,0 to 6,100K to 150K,50-60%,49,49,China,CHN,future_self_continuity,50,48,0,3
46,female,0 to 6,50K to 100K,80-90%,48,60,China,CHN,future_self_continuity,47,45,0,3
65,female,17 or more,25K to 50K,50-60%,66,56,China,CHN,future_self_continuity,49,35,0,4
48,female,7 to 12,50K to 100K,10-20%,47,30,China,CHN,future_self_continuity,59,40,1,3
40,nonbinary or other,7 to 12,15K to 25K,10-20%,54,87,China,CHN,future_self_continuity,60,46,0,3
68,female,0 to 6,less than 10K,60-70%,50,49,China,CHN,future_self_continuity,51,40,0,2
57,female,13 to 16,50K to 100K,20-30%,49,36,China,CHN,future_self_continuity,60,51,0,4
23,female,7 to 12,25K to 50K,60-70%,48,39,China,CHN,future_self_continuity,58,52,0,5
55,female,0 to 6,15K to 25K,30-40%,50,56,China,CHN,future_self_continuity,56,37,0,3
27,male,13 to 16,100K to 150K,20-30%,39,33,China,CHN,future_self_continuity,60,55,0,4
47,male,13 to 16,15K to 25K,90-100%,26,50,China,CHN,future_self_continuity,46,43,0,2
37,male,13 to 16,less than 10K,40-50%,28,60,China,CHN,future_self_continuity,61,44,0,4
67,male,13 to 16,less than 10K,20-30%,51,54,China,CHN,future_self_continuity,50,44,0,3
46,female,7 to 12,10K to 15K,0-10%,35,59,China,CHN,future_self_continuity,52,36,0,2
56,female,13 to 16,25K to 50K,70-80%,52,52,China,CHN,future_self_continuity,52,51,0,3
59,male,7 to 12,10K to 15K,40-50%,45,56,China,CHN,future_self_continuity,50,44,0,2
20,male,13 to 16,25K to 50K,10-20%,29,58,China,CHN,future_self_continuity,57,51,0,3
44,male,13 to 16,25K to 50K,50-60%,55,44,China,CHN,future_self_continuity,41,46,0,4
46,male,13 to 16,25K to 50K,90-100%,51,48,China,CHN,future_self_continuity,53,40,0,4
55,male,13 to 16,10K to 15K,30-40%,26,73,China,CHN,future_self_continuity,43,43,0,3
41,female,13 to 16,50K to 100K,30-40%,63,64,China,CHN,future_self_continuity,44,50,0,3
23,male,13 to 16,10K to 15K,50-60%,51,24,China,CHN,future_self_continuity,50,40,0,2
32,male,13 to 16,15K to 25K,30-40%,47,69,China,CHN,future_self_continuity,54,46,0,4
60,female,13 to 16,150K to 200K,50-60%,34,44,China,CHN,future_self_continuity,59,55,0,4
46,female,7 to 12,25K to 50K,10-20%,41,44,China,CHN,future_self_continuity,50,40,0,3
34,male,7 to 12,50K to 100K,50-60%,63,38,China,CHN,future_self_continuity,50,46,0,3
55,male,7 to 12,15K to 25K,40-50%,75,41,China,CHN,future_self_continuity,48,36,0,3
41,male,13 to 16,25K to 50K,40-50%,48,43,China,CHN,future_self_continuity,53,47,0,3
34,female,13 to 16,25K to 50K,50-60%,44,33,China,CHN,future_self_continuity,59,54,1,4
62,female,7 to 12,50K to 100K,40-50%,43,63,China,CHN,future_self_continuity,56,51,0,4
24,female,7 to 12,25K to 50K,0-10%,54,46,China,CHN,future_self_continuity,45,51,0,3
54,female,7 to 12,10K to 15K,40-50%,57,34,China,CHN,future_self_continuity,47,42,0,3
37,male,0 to 6,15K to 25K,10-20%,61,41,China,CHN,future_self_continuity,55,39,0,2
42,male,0 to 6,50K to 100K,0-10%,50,78,China,CHN,future_self_continuity,39,32,0,3
37,male,7 to 12,15K to 25K,20-30%,46,63,China,CHN,future_self_continuity,49,39,0,2
45,female,13 to 16,50K to 100K,60-70%,61,42,China,CHN,future_self_continuity,70,48,0,4
21,female,13 to 16,50K to 100K,40-50%,67,32,China,CHN,future_self_continuity,58,51,0,5
66,male,7 to 12,100K to 150K,30-40%,60,61,China,CHN,future_self_continuity,44,39,0,4
54,male,13 to 16,15K to 25K,20-30%,30,59,China,CHN,future_self_continuity,47,27,0,3
45,female,7 to 12,50K to 100K,40-50%,33,45,China,CHN,future_self_continuity,56,45,0,4
57,female,0 to 6,15K to 25K,40-50%,24,24,China,CHN,future_self_continuity,60,47,0,4
38,male,7 to 12,10K to 15K,40-50%,42,78,China,CHN,future_self_continuity,48,45,0,4
25,female,13 to 16,50K to 100K,50-60%,48,36,China,CHN,future_self_continuity,60,49,0,4
34,male,7 to 12,25K to 50K,70-80%,58,26,China,CHN,future_self_continuity,59,40,0,3
26,male,7 to 12,50K to 100K,30-40%,51,44,China,CHN,future_self_continuity,50,47,0,3
48,male,7 to 12,15K to 25K,10-20%,49,66,China,CHN,future_self_continuity,47,43,0,2
30,female,7 to 12,10K to 15K,50-60%,64,78,China,CHN,future_self_continuity,43,46,0,3
60,male,17 or more,50K to 100K,50-60%,52,58,China,CHN,future_self_continuity,53,46,0,4
44,male,7 to 12,50K to 100K,30-40%,31,44,China,CHN,future_self_continuity,52,50,0,4
32,male,13 to 16,25K to 50K,60-70%,47,42,China,CHN,future_self_continuity,57,45,0,3
18,female,7 to 12,15K to 25K,70-80%,55,20,China,CHN,future_self_continuity,55,51,1,5
31,male,7 to 12,25K to 50K,20-30%,37,43,China,CHN,future_self_continuity,52,48,0,3
23,nonbinary or other,13 to 16,15K to 25K,80-90%,64,60,China,CHN,future_self_continuity,63,56,0,5
41,male,13 to 16,less than 10K,40-50%,23,57,China,CHN,system_justification,55,45,0,4
52,male,0 to 6,15K to 25K,20-30%,42,54,China,CHN,system_justification,53,51,0,3
46,male,7 to 12,less than 10K,60-70%,66,61,China,CHN,system_justification,39,45,0,3
23,male,13 to 16,less than 10K,60-70%,46,58,China,CHN,system_justification,53,46,0,4
43,female,7 to 12,less than 10K,40-50%,68,55,China,CHN,system_justification,48,49,0,3
23,female,7 to 12,15K to 25K,70-80%,50,71,China,CHN,system_justification,57,57,0,5
55,nonbinary or other,7 to 12,25K to 50K,50-60%,62,40,China,CHN,system_justification,46,56,0,5
24,female,13 to 16,15K to 25K,10-20%,24,34,China,CHN,system_justification,56,48,0,5
69,female,13 to 16,25K to 50K,10-20%,23,36,China,CHN,system_justification,58,52,0,4
45,female,13 to 16,50K to 100K,30-40%,67,53,China,CHN,system_justification,62,51,0,4
24,male,17 or more,15K to 25K,10-20%,44,67,China,CHN,system_justification,49,55,0,3
55,male,7 to 12,15K to 25K,90-100%,45,74,China,CHN,system_justification,42,41,0,4
53,female,13 to 16,50K to 100K,70-80%,53,52,China,CHN,system_justification,57,54,0,4
33,female,13 to 16,15K to 25K,20-30%,64,59,China,CHN,system_justification,55,44,0,4
69,male,0 to 6,15K to 25K,80-90%,59,42,China,CHN,system_justification,40,48,0,2
29,male,7 to 12,15K to 25K,60-70%,61,53,China,CHN,system_justification,55,47,0,4
41,female,7 to 12,15K to 25K,70-80%,39,43,China,CHN,system_justification,53,53,0,4
42,male,0 to 6,25K to 50K,40-50%,51,72,China,CHN,system_justification,50,49,0,2
39,female,13 to 16,15K to 25K,50-60%,23,59,China,CHN,system_justification,52,51,0,4
40,female,7 to 12,50K to 100K,90-100%,37,48,China,CHN,system_justification,53,46,0,4
50,female,0 to 6,25K to 50K,50-60%,62,53,China,CHN,system_justification,58,43,0,4
18,male,7 to 12,10K to 15K,30-40%,70,53,China,CHN,system_justification,57,49,0,4
30,male,7 to 12,15K to 25K,50-60%,72,73,China,CHN,system_justification,43,42,0,4
32,male,7 to 12,25K to 50K,10-20%,30,26,China,CHN,system_justification,54,39,0,4
34,male,13 to 16,100K to 150K,60-70%,53,61,China,CHN,system_justification,63,46,0,5
54,male,13 to 16,150K to 200K,50-60%,57,48,China,CHN,system_justification,50,52,0,4
50,male,13 to 16,100K to 150K,50-60%,49,34,China,CHN,system_justification,56,54,0,4
65,male,7 to 12,15K to 25K,40-50%,47,22,China,CHN,system_justification,49,47,0,4
57,female,0 to 6,15K to 25K,40-50%,37,34,China,CHN,system_justification,50,44,0,4
60,male,17 or more,25K to 50K,70-80%,50,31,China,CHN,system_justification,56,53,0,5
62,female,7 to 12,50K to 100K,30-40%,66,7,China,CHN,system_justification,51,52,0,4
52,female,17 or more,25K to 50K,30-40%,54,41,China,CHN,system_justification,50,59,0,5
58,female,17 or more,25K to 50K,10-20%,54,57,China,CHN,system_justification,61,51,0,4
36,male,0 to 6,10K to 15K,30-40%,55,57,China,CHN,system_justification,37,50,0,3
40,female,17 or more,15K to 25K,80-90%,56,62,China,CHN,system_justification,54,57,0,5
54,female,13 to 16,15K to 25K,20-30%,72,45,China,CHN,system_justification,45,44,0,3
29,female,7 to 12,25K to 50K,20-30%,27,41,China,CHN,system_justification,56,49,0,5
64,male,7 to 12,50K to 100K,30-40%,46,38,China,CHN,system_justification,55,42,0,3
59,male,7 to 12,10K to 15K,0-10%,63,29,China,CHN,system_justification,36,47,0,3
35,male,7 to 12,25K to 50K,40-50%,37,46,China,CHN,system_justification,53,49,0,3
23,female,13 to 16,less than 10K,30-40%,44,37,China,CHN,system_justification,56,53,0,4
45,male,13 to 16,15K to 25K,60-70%,51,45,China,CHN,system_justification,44,49,0,3
69,female,0 to 6,more than 200K,30-40%,69,61,China,CHN,system_justification,44,46,0,3
18,male,7 to 12,15K to 25K,10-20%,67,69,China,CHN,system_justification,54,46,0,3
43,female,13 to 16,15K to 25K,20-30%,48,75,China,CHN,system_justification,48,55,0,4
62,male,7 to 12,50K to 100K,30-40%,22,29,China,CHN,system_justification,56,50,0,4
47,male,7 to 12,25K to 50K,90-100%,53,54,China,CHN,system_justification,49,55,0,4
48,nonbinary or other,13 to 16,50K to 100K,80-90%,67,47,China,CHN,system_justification,68,59,0,6
49,female,7 to 12,10K to 15K,30-40%,53,83,China,CHN,system_justification,58,48,0,4
27,male,13 to 16,15K to 25K,10-20%,64,32,China,CHN,system_justification,48,47,0,5
54,female,13 to 16,10K to 15K,30-40%,32,42,China,CHN,system_justification,52,50,0,4
35,female,7 to 12,50K to 100K,30-40%,59,57,China,CHN,system_justification,58,56,0,4
56,female,13 to 16,10K to 15K,40-50%,59,67,China,CHN,system_justification,46,54,0,3
18,female,13 to 16,15K to 25K,30-40%,39,39,China,CHN,system_justification,47,52,0,4
55,female,13 to 16,50K to 100K,10-20%,62,75,China,CHN,system_justification,64,52,0,3
45,male,7 to 12,15K to 25K,20-30%,41,66,China,CHN,system_justification,49,42,0,3
42,male,7 to 12,100K to 150K,60-70%,47,45,China,CHN,system_justification,53,60,0,4
41,female,7 to 12,15K to 25K,50-60%,35,55,China,CHN,system_justification,52,60,0,4
48,male,7 to 12,less than 10K,10-20%,52,44,China,CHN,system_justification,43,54,0,3
34,male,13 to 16,less than 10K,50-60%,28,51,China,CHN,system_justification,63,44,0,3
40,female,7 to 12,15K to 25K,20-30%,32,49,China,CHN,system_justification,53,50,0,4
19,male,0 to 6,15K to 25K,10-20%,47,38,China,CHN,system_justification,50,47,0,4
36,male,0 to 6,150K to 200K,30-40%,62,82,China,CHN,system_justification,45,49,0,4
36,male,7 to 12,25K to 50K,20-30%,92,43,China,CHN,system_justification,52,41,0,4
57,male,13 to 16,25K to 50K,20-30%,90,65,China,CHN,system_justification,48,49,0,3
37,male,7 to 12,more than 200K,10-20%,63,35,China,CHN,system_justification,46,48,0,3
22,female,7 to 12,50K to 100K,80-90%,47,37,China,CHN,system_justification,65,61,0,6
57,female,7 to 12,50K to 100K,20-30%,37,47,China,CHN,system_justification,57,50,0,4
54,male,0 to 6,10K to 15K,50-60%,27,26,China,CHN,system_justification,45,43,0,3
64,male,7 to 12,10K to 15K,0-10%,66,39,China,CHN,system_justification,43,50,0,3
68,nonbinary or other,7 to 12,25K to 50K,40-50%,55,48,China,CHN,system_justification,47,61,0,4
24,male,13 to 16,25K to 50K,10-20%,53,48,China,CHN,system_justification,55,50,0,4
62,female,0 to 6,50K to 100K,10-20%,25,57,China,CHN,system_justification,62,43,0,4
60,female,17 or more,10K to 15K,60-70%,35,59,China,CHN,system_justification,56,58,0,5
22,female,0 to 6,25K to 50K,90-100%,45,28,China,CHN,system_justification,57,57,0,3
50,female,7 to 12,10K to 15K,40-50%,41,26,China,CHN,system_justification,58,58,0,4
58,female,7 to 12,10K to 15K,30-40%,78,54,China,CHN,system_justification,39,51,0,3
52,female,0 to 6,less than 10K,20-30%,27,70,China,CHN,system_justification,54,50,0,4
22,male,13 to 16,100K to 150K,30-40%,56,59,China,CHN,system_justification,69,51,0,4
25,male,13 to 16,10K to 15K,0-10%,43,49,China,CHN,system_justification,49,55,0,3
52,female,13 to 16,10K to 15K,50-60%,43,66,China,CHN,system_justification,43,51,0,4
23,female,13 to 16,15K to 25K,70-80%,31,38,China,CHN,system_justification,70,72,0,5
69,male,13 to 16,10K to 15K,30-40%,58,64,China,CHN,system_justification,49,48,0,4
66,male,7 to 12,15K to 25K,50-60%,54,24,China,CHN,system_justification,41,48,0,3
26,female,7 to 12,15K to 25K,10-20%,38,50,China,CHN,system_justification,50,55,0,4
38,male,13 to 16,25K to 50K,40-50%,32,91,China,CHN,system_justification,51,58,0,4
49,female,13 to 16,50K to 100K,50-60%,28,6,China,CHN,system_justification,65,63,0,4
